   0	7.000000e-01	4.800000e-01	1.469694e-01
   1	7.000000e-01	5.000000e-01	1.949359e-01
   2	9.000000e-01	5.500000e-01	2.109502e-01
   0	6.111111e-01	5.372222e-01	3.469888e-02
   1	6.111111e-01	5.461111e-01	3.693922e-02
   2	6.111111e-01	5.400000e-01	3.624335e-02
   3	6.111111e-01	5.511111e-01	3.989183e-02
   4	6.111111e-01	5.400000e-01	3.790827e-02
   5	6.111111e-01	5.327778e-01	4.138423e-02
   6	6.166667e-01	5.544444e-01	4.027682e-02
   7	6.166667e-01	5.550000e-01	4.516431e-02
   8	6.166667e-01	5.433333e-01	4.880043e-02
   9	6.166667e-01	5.672222e-01	3.500000e-02
  10	6.166667e-01	5.555556e-01	4.157397e-02
